iter	Logloss
922	0.2990255206
923	0.298913507
924	0.2988161825
925	0.2987117768
926	0.2986275156
927	0.2985942991
928	0.2985527273
929	0.2984734038
930	0.2983271563
931	0.2982490809
932	0.2981564822
933	0.2980972014
934	0.2980079982
935	0.2979278502
936	0.2978113398
937	0.2976839164
938	0.297589109
939	0.2975303473
940	0.297425269
941	0.2973813266
942	0.2973199652
943	0.2972851239
944	0.2972319093
945	0.297123579
946	0.2970680037
947	0.2969731604
948	0.2968505929
949	0.2967718518
950	0.2966998328
951	0.2965528041
952	0.2964662634
953	0.2963411809
954	0.2962869107
955	0.2962504228
956	0.2961924686
957	0.2960520466
958	0.29591126
959	0.2958218428
960	0.2957610051
961	0.2956483232
962	0.2956211479
963	0.2955747402
964	0.295478817
965	0.2953510964
966	0.2952336984
967	0.2951137975
968	0.2950836604
969	0.2950447416
970	0.2949879607
971	0.2949116089
972	0.2948135607
973	0.2947199916
974	0.2946716912
975	0.2945621993
976	0.2945023372
977	0.2944478074
978	0.2944285275
979	0.2943559113
980	0.2942797856
981	0.2942293918
982	0.2940994619
983	0.2939671038
984	0.293858881
985	0.293721892
986	0.2936708246
987	0.2935918085
988	0.2934898472
989	0.2934156589
990	0.2933667542
991	0.2933322597
992	0.293262795
993	0.2931514232
994	0.2930865411
995	0.29298528
996	0.2929010421
997	0.2928519044
998	0.2927975272
999	0.2926923985
